Time;pod;Value;
2022-04-07 11:09:01;pay-service-d95678cb4-blpv7;0.03672825;
2022-04-07 11:08:31;pay-service-d95678cb4-blpv7;0.03694450;
2022-04-07 11:08:01;pay-service-d95678cb4-blpv7;0.03429742;
2022-04-07 11:07:31;pay-service-d95678cb4-blpv7;0.03429742;
2022-04-07 11:07:01;pay-service-d95678cb4-blpv7;0.03603023;
2022-04-07 11:06:31;pay-service-d95678cb4-blpv7;0.03538171;
2022-04-07 11:06:01;pay-service-d95678cb4-blpv7;0.03538171;
2022-04-07 11:05:31;pay-service-d95678cb4-blpv7;0.03538171;
2022-04-07 11:05:01;pay-service-d95678cb4-blpv7;0.03284288;
2022-04-07 11:04:31;pay-service-d95678cb4-blpv7;0.03303079;
2022-04-07 11:04:01;pay-service-d95678cb4-blpv7;0.03417543;
2022-04-07 11:03:31;pay-service-d95678cb4-blpv7;0.03417543;
2022-04-07 11:03:01;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 11:02:31;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 11:02:01;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 11:01:31;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 11:01:01;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 11:00:31;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 11:00:01;pay-service-d95678cb4-blpv7;0.03441972;
2022-04-07 10:59:31;pay-service-d95678cb4-blpv7;0.03367203;
2022-04-07 10:59:01;pay-service-d95678cb4-blpv7;0.03367203;
2022-04-07 10:58:31;pay-service-d95678cb4-blpv7;0.03367203;
2022-04-07 10:58:01;pay-service-d95678cb4-blpv7;0.03367203;
2022-04-07 10:57:31;pay-service-d95678cb4-blpv7;0.03367203;
2022-04-07 10:57:01;pay-service-d95678cb4-blpv7;0.03197234;
2022-04-07 10:56:31;pay-service-d95678cb4-blpv7;0.03197234;
2022-04-07 10:56:01;pay-service-d95678cb4-blpv7;0.02764896;
2022-04-07 10:55:31;pay-service-d95678cb4-blpv7;0.02931310;
2022-04-07 10:55:01;pay-service-d95678cb4-blpv7;0.02914944;
2022-04-07 10:54:31;pay-service-d95678cb4-blpv7;0.02898579;
2022-04-07 10:54:01;pay-service-d95678cb4-blpv7;0.02882213;
2022-04-07 10:53:31;pay-service-d95678cb4-blpv7;0.03088947;
2022-04-07 10:53:01;pay-service-d95678cb4-blpv7;0.03504160;
2022-04-07 10:52:31;pay-service-d95678cb4-blpv7;0.03504160;
2022-04-07 10:52:01;pay-service-d95678cb4-blpv7;0.03504160;
2022-04-07 10:51:31;pay-service-d95678cb4-blpv7;0.03611002;
2022-04-07 10:51:01;pay-service-d95678cb4-blpv7;0.03611002;
2022-04-07 10:50:31;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:50:01;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:49:31;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:49:01;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:48:31;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:48:01;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:47:31;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:47:01;pay-service-d95678cb4-blpv7;0.03874760;
2022-04-07 10:46:31;pay-service-d95678cb4-blpv7;0.03585911;
2022-04-07 10:46:01;pay-service-d95678cb4-blpv7;0.03585911;
2022-04-07 10:45:31;pay-service-d95678cb4-blpv7;0.03558570;
2022-04-07 10:45:01;pay-service-d95678cb4-blpv7;0.03802855;
2022-04-07 10:44:31;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:44:01;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:43:31;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:43:01;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:42:31;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:42:01;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:41:31;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:41:01;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:40:31;pay-service-d95678cb4-blpv7;0.04269057;
2022-04-07 10:40:01;pay-service-d95678cb4-blpv7;0.04240707;
2022-04-07 10:39:31;pay-service-d95678cb4-blpv7;0.04240707;
2022-04-07 10:39:01;pay-service-d95678cb4-blpv7;0.04240707;
2022-04-07 10:38:31;pay-service-d95678cb4-blpv7;0.04240707;
2022-04-07 10:38:01;pay-service-d95678cb4-blpv7;0.04245824;
2022-04-07 10:37:31;pay-service-d95678cb4-blpv7;0.04245824;
2022-04-07 10:37:01;pay-service-d95678cb4-blpv7;0.04245824;
2022-04-07 10:36:31;pay-service-d95678cb4-blpv7;0.04406401;
2022-04-07 10:36:01;pay-service-d95678cb4-blpv7;0.04161847;
2022-04-07 10:35:31;pay-service-d95678cb4-blpv7;0.04315008;
2022-04-07 10:35:01;pay-service-d95678cb4-blpv7;0.04315008;
2022-04-07 10:34:31;pay-service-d95678cb4-blpv7;0.04315008;
2022-04-07 10:34:01;pay-service-d95678cb4-blpv7;0.04315008;
2022-04-07 10:33:31;pay-service-d95678cb4-blpv7;0.04315008;
2022-04-07 10:33:01;pay-service-d95678cb4-blpv7;0.03903748;
2022-04-07 10:32:31;pay-service-d95678cb4-blpv7;0.03738445;
2022-04-07 10:32:01;pay-service-d95678cb4-blpv7;0.03738445;
2022-04-07 10:31:31;pay-service-d95678cb4-blpv7;0.03738445;
2022-04-07 10:31:01;pay-service-d95678cb4-blpv7;0.04156365;
2022-04-07 10:30:31;pay-service-d95678cb4-blpv7;0.04156365;
2022-04-07 10:30:01;pay-service-d95678cb4-blpv7;0.03927918;
2022-04-07 10:29:31;pay-service-d95678cb4-blpv7;0.03381364;
2022-04-07 10:29:01;pay-service-d95678cb4-blpv7;0.03380418;
2022-04-07 10:28:31;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:28:01;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:27:31;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:27:01;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:26:31;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:26:01;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:25:31;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:25:01;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:24:31;pay-service-d95678cb4-blpv7;0.03786237;
2022-04-07 10:24:01;pay-service-d95678cb4-blpv7;0.03842873;
2022-04-07 10:23:31;pay-service-d95678cb4-blpv7;0.03876470;
2022-04-07 10:23:01;pay-service-d95678cb4-blpv7;0.03883482;
2022-04-07 10:22:31;pay-service-d95678cb4-blpv7;0.03883482;
2022-04-07 10:22:01;pay-service-d95678cb4-blpv7;0.03883482;
2022-04-07 10:21:31;pay-service-d95678cb4-blpv7;0.03883482;
2022-04-07 10:21:01;pay-service-d95678cb4-blpv7;0.04004415;
2022-04-07 10:20:31;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:20:01;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:19:31;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:19:01;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:18:31;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:18:01;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:17:31;pay-service-d95678cb4-blpv7;0.04051785;
2022-04-07 10:17:01;pay-service-d95678cb4-blpv7;0.04120159;
2022-04-07 10:16:31;pay-service-d95678cb4-blpv7;0.04126415;
2022-04-07 10:16:01;pay-service-d95678cb4-blpv7;0.04237181;
2022-04-07 10:15:31;pay-service-d95678cb4-blpv7;0.04237181;
2022-04-07 10:15:01;pay-service-d95678cb4-blpv7;0.04237181;
2022-04-07 10:14:31;pay-service-d95678cb4-blpv7;0.04108234;
2022-04-07 10:14:01;pay-service-d95678cb4-blpv7;0.04132641;
2022-04-07 10:13:31;pay-service-d95678cb4-blpv7;0.04157049;
2022-04-07 10:13:01;pay-service-d95678cb4-blpv7;0.04181456;
2022-04-07 10:12:31;pay-service-d95678cb4-blpv7;0.04379253;
2022-04-07 10:12:01;pay-service-d95678cb4-blpv7;0.04379253;
2022-04-07 10:11:31;pay-service-d95678cb4-blpv7;0.04379253;
2022-04-07 10:11:01;pay-service-d95678cb4-blpv7;0.04379253;
2022-04-07 10:10:31;pay-service-d95678cb4-blpv7;0.04188972;
2022-04-07 10:10:01;pay-service-d95678cb4-blpv7;0.04012179;
2022-04-07 10:09:31;pay-service-d95678cb4-blpv7;0.04329457;
2022-04-07 10:09:01;pay-service-d95678cb4-blpv7;0.04573983;
2022-04-07 10:08:31;pay-service-d95678cb4-blpv7;0.04573983;
2022-04-07 10:08:01;pay-service-d95678cb4-blpv7;0.04177276;
2022-04-07 10:07:31;pay-service-d95678cb4-blpv7;0.04178280;
2022-04-07 10:07:01;pay-service-d95678cb4-blpv7;0.03943189;
2022-04-07 10:06:31;pay-service-d95678cb4-blpv7;0.04784154;
2022-04-07 10:06:01;pay-service-d95678cb4-blpv7;0.04784154;
2022-04-07 10:05:31;pay-service-d95678cb4-blpv7;0.04871893;
2022-04-07 10:05:01;pay-service-d95678cb4-blpv7;0.04871893;
2022-04-07 10:04:31;pay-service-d95678cb4-blpv7;0.04871893;
2022-04-07 10:04:01;pay-service-d95678cb4-blpv7;0.04849228;
2022-04-07 10:03:31;pay-service-d95678cb4-blpv7;0.04849228;
2022-04-07 10:03:01;pay-service-d95678cb4-blpv7;0.04849228;
2022-04-07 10:02:31;pay-service-d95678cb4-blpv7;0.04849228;
2022-04-07 10:02:01;pay-service-d95678cb4-blpv7;0.04849228;
2022-04-07 10:01:31;pay-service-d95678cb4-blpv7;0.04849228;
2022-04-07 10:01:01;pay-service-d95678cb4-blpv7;0.04968648;
2022-04-07 10:00:31;pay-service-d95678cb4-blpv7;0.04968648;
2022-04-07 10:00:01;pay-service-d95678cb4-blpv7;0.04968648;
2022-04-07 09:59:31;pay-service-d95678cb4-blpv7;0.04991711;
2022-04-07 09:59:01;pay-service-d95678cb4-blpv7;0.04991711;
2022-04-07 09:58:31;pay-service-d95678cb4-blpv7;0.04996786;
2022-04-07 09:58:01;pay-service-d95678cb4-blpv7;0.04996786;
2022-04-07 09:57:31;pay-service-d95678cb4-blpv7;0.04996786;
2022-04-07 09:57:01;pay-service-d95678cb4-blpv7;0.04932655;
2022-04-07 09:56:31;pay-service-d95678cb4-blpv7;0.04932655;
2022-04-07 09:56:01;pay-service-d95678cb4-blpv7;0.04932655;
2022-04-07 09:55:31;pay-service-d95678cb4-blpv7;0.04932655;
2022-04-07 09:55:01;pay-service-d95678cb4-blpv7;0.04932655;
2022-04-07 09:54:31;pay-service-d95678cb4-blpv7;0.04932655;
2022-04-07 09:54:01;pay-service-d95678cb4-blpv7;0.04918453;
2022-04-07 09:53:31;pay-service-d95678cb4-blpv7;0.04683461;
2022-04-07 09:53:01;pay-service-d95678cb4-blpv7;0.04655657;
2022-04-07 09:52:31;pay-service-d95678cb4-blpv7;0.04354662;
2022-04-07 09:52:01;pay-service-d95678cb4-blpv7;0.04298428;
2022-04-07 09:51:31;pay-service-d95678cb4-blpv7;0.04242194;
2022-04-07 09:51:01;pay-service-d95678cb4-blpv7;0.04222201;
2022-04-07 09:50:31;pay-service-d95678cb4-blpv7;0.04165269;
2022-04-07 09:50:01;pay-service-d95678cb4-blpv7;0.03896736;
2022-04-07 09:49:31;pay-service-d95678cb4-blpv7;0.03813955;
2022-04-07 09:49:01;pay-service-d95678cb4-blpv7;0.03731175;
2022-04-07 09:48:31;pay-service-d95678cb4-blpv7;0.03648394;
2022-04-07 09:48:01;pay-service-d95678cb4-blpv7;0.03565614;
2022-04-07 09:47:31;pay-service-d95678cb4-blpv7;0.03482834;
2022-04-07 09:47:01;pay-service-d95678cb4-blpv7;0.03101654;
2022-04-07 09:46:31;pay-service-d95678cb4-blpv7;0.03044722;
2022-04-07 09:46:01;pay-service-d95678cb4-blpv7;0.02793580;
2022-04-07 09:45:31;pay-service-d95678cb4-blpv7;0.02741042;
2022-04-07 09:45:01;pay-service-d95678cb4-blpv7;0.02688503;
2022-04-07 09:44:31;pay-service-d95678cb4-blpv7;0.02286433;
2022-04-07 09:44:01;pay-service-d95678cb4-blpv7;0.02262396;
2022-04-07 09:43:31;pay-service-d95678cb4-blpv7;0.02238360;
2022-04-07 09:43:01;pay-service-d95678cb4-blpv7;0.02401305;
2022-04-07 09:42:31;pay-service-d95678cb4-blpv7;0.02346925;
2022-04-07 09:42:01;pay-service-d95678cb4-blpv7;0.02448013;
2022-04-07 09:41:31;pay-service-d95678cb4-blpv7;0.02365480;
2022-04-07 09:41:01;pay-service-d95678cb4-blpv7;0.02282946;
2022-04-07 09:40:31;pay-service-d95678cb4-blpv7;0.02200413;
2022-04-07 09:40:01;pay-service-d95678cb4-blpv7;0.02117880;
2022-04-07 09:39:31;pay-service-d95678cb4-blpv7;0.02014881;
2022-04-07 09:39:01;pay-service-d95678cb4-blpv7;0.01933481;
2022-04-07 09:38:31;pay-service-d95678cb4-blpv7;0.01852081;
2022-04-07 09:38:01;pay-service-d95678cb4-blpv7;0.01770682;
2022-04-07 09:37:31;pay-service-d95678cb4-blpv7;0.01689282;
2022-04-07 09:37:01;pay-service-d95678cb4-blpv7;0.01607882;
2022-04-07 09:36:31;pay-service-d95678cb4-blpv7;0.00569890;
2022-04-07 09:36:01;pay-service-d95678cb4-blpv7;0.00546987;
2022-04-07 09:35:31;pay-service-d95678cb4-blpv7;0.00524084;
2022-04-07 09:35:01;pay-service-d95678cb4-blpv7;0.00501180;
2022-04-07 09:34:31;pay-service-d95678cb4-blpv7;0.00478277;
